master_deal_no,dateann,tmanames,amanames,a_lockup_pct,a_postmerge_own_pct,aacount,advcount,afinancial,albofirm,alp,amv,aspv,attitude,attitude_change_yn,awk,buyside_hedge_fund_involv_yn,cha,compete,comsoughtt,dateannest,dateannorig,dateeff,debt_tndr,datefin,divest,division,datetender,dateuncon,datewith,form,hedge_fund_involv_yn,mv,alegcount,tlegcount,pct_cash,pct_other,pct_stk,pct_unknown,pctacq,pctown,phda,pheld,psought,psoughtown,psoughtt,pten,rd,recap,repurch,restruct,rumor,sbo,sfbor,sfbridge,sfcom,sfcorp,sfdebt,sffor,sfjunk,sflc,sfmez,sfpfd,sfrights,sfstaple,spin,splitoff,status,statuscode,stender,t_postmerge_own_pct,tacount,tender,tm,rankval,r_date,valbridge,valest,votecontrol,acusip,acquiror_sedol,aip,aipnames,aup,aupnames,aupnation,master_cusip,target_sedol,tip,tipnames,tup,tupnames,aupsedol,tupsedol,atf_mid_desc,ttf_mid_desc,atf_macro_desc,ttf_macro_desc,anation,anationcode,tnation,tnationcode,tpublic,apublic,tsicp,tticker,deal_value,entval,eqval,pr,salesltm,ebitltm,ptincltm,niltm,netass,tass,cashflow,bookvalue,commonequity,epsltm,pe,tfeetot,afeetot,feetot,c1day,c1wk,c4wk,rankvalsales,rankvaleb,rankvalcf,rankvalni,evsales,evebit,evcf,evni,eqvalsales,eqvalebit,eqvalcf,eqvalni,pmday,pmwk,pm4wk,abusinessl,tbusinessl,sftype,consid,considoff,considsought,destination_country,source_country,source_is_th,destination_is_th,source_questionable,developed,emne,bordering_country,industry,natural_resource_ind,colonial_link
3302822040,2018-10-23,Oil Block 3/05,Etablisemnts Maurel & Prm SA,,,,1.0,No,No,No,1301.785,No,Friendly,No,No,No,No,No,,No,2018-10-23,2019-07-31,N,,No,No,,2019-07-31,,Acq. Part. Int.,No,,,1.0,,23.81,,76.19,20.0,20.0,,,20.0,20.0,,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,1.0,No,No,105.0,2018-10-23,,No,,57752C,B05DY78,71536A,PT Pertamina (Persero),71536A,PT Pertamina (Persero),Indonesia,7H7782,,7H7777,Sonangol Pesquisa e Producao,83284H,Sonangol Sociedade Nacional,,,Oil & Gas,Oil & Gas,Energy and Power,Energy and Power,France,FR,Angola,AN,Sub.,Public,1311,,105.0,523.568,523.568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Etablissements Maurel & Prom SAis an oil and gas exploration and production company. It specializes in the exploration and production of hydrocarbons in Gabon, Tanzania, Congo and Colombia. The Company was founded in 1813 and is located in Paris, France.","Oil Block 3/05 is engaged in the crude petroleum and natural gas services business. It is located in Angola and comprised of eight mature fields (Bufalo, Cobo, Impala, Impala SE, Oombo, Pacassa, Palanca and Pambi).",Corporate Funds,AON 24.242 bil (USD 80 mil) plus up to AON 7.576 bil (USD 25 mil) in profit-related payments/20% ownership interest.,"Cash, Earnout","Ownership Interest, Ownership Interest",angola,indonesia,False,False,False,False,True,False,oil_and_gas,True,False
3302823040,2018-10-23,Oil Block 3/05A,Etablisemnts Maurel & Prm SA,,,,1.0,No,No,No,,No,Friendly,No,No,No,No,No,,No,2018-10-23,2019-07-31,N,,No,No,,2019-07-31,,Acq. Part. Int.,No,,,1.0,,,,,20.0,20.0,,,20.0,20.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,1.0,No,No,,2018-10-23,,No,,57752C,B05DY78,71536A,PT Pertamina (Persero),71536A,PT Pertamina (Persero),Indonesia,7H7795,,7H7777,Sonangol Pesquisa e Producao,83284H,Sonangol Sociedade Nacional,,,Oil & Gas,Oil & Gas,Energy and Power,Energy and Power,France,FR,Angola,AN,Sub.,Public,1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Etablissements Maurel & Prom SAis an oil and gas exploration and production company. It specializes in the exploration and production of hydrocarbons in Gabon, Tanzania, Congo and Colombia. The Company was founded in 1813 and is located in Paris, France.",Oil Block 3/05A is engaged in the crude petroleum and natural gas services business. It is located in Angola and comprised of two offshore fields (Caco and Gazela).,,,Unspecified,Ownership Interest,angola,indonesia,False,False,False,False,True,False,oil_and_gas,True,False
3303298040,2018-10-22,Emerald Brewery Myanmar Ltd,F&N Investments Pte Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,No,,No,2018-10-22,2019-01-25,N,,No,No,,2019-01-25,,Acq. Maj. Int.,No,,,,,100.0,,,25.9,74.9,49.0,49.0,25.9,74.9,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,1.05,2018-10-22,,No,,7H8036,,35546Q,Fraser & Neave Ltd,88366H,Thai Beverage PCL,Thailand,7H8041,,7H8036,F&N Investments Pte Ltd,88366H,Thai Beverage PCL,B15F664,B15F664,Other Financials,Chemicals,Financials,Materials,Singapore,SG,Myanmar(Burma),BM,J.V.,Sub.,2869,,1.05,4.054,4.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"F&N Investments Pte Ltd is an intermediating company. The Company is located in Singapore, Singapore.","Emerald Brewery Myanmar Ltd is a manufacturer of ethyl alcohol. The Company is located in Yangon, Myanmar.",,,"Cash, Cash Only",Stock,myanmar,thailand,False,False,False,False,True,True,chemicals,False,False
3309004040,2018-11-08,NL Gas Udhyog Pvt Ltd,Saisan Co Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-11-08,2018-11-08,N,,Yes,No,,2018-11-08,,Acq. Maj. Int.,No,,,,,,,,51.0,51.0,,,51.0,51.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-11-08,,No,,79375Z,,79375Z,Saisan Co Ltd,79375Z,Saisan Co Ltd,Japan,8H0966,,4F1787,Nepal Oil Corp,4F1787,Nepal Oil Corp,,,Oil & Gas,Oil & Gas,Energy and Power,Energy and Power,Japan,JP,Nepal,NP,Sub.,Priv.,5171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saisan Co Ltd, located in Saitama-Shi Saitama, Japan, retails liquefied natural gas. The company is also involved in the wholesale, and design and construction of various high-pressure gas-related equipment. The Company was founded in 1945.",NL Gas Udhyog Pvt Ltd is a liquefied petroleum gas dealer. The Company is located in Nepal.,,,Unspecified,Stock,nepal,japan,False,False,False,True,False,False,oil_and_gas,True,False
3310053040,2018-07-25,Intl Language & Bus Centre Co,GIC Pte Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-07-25,2018-07-25,N,,No,No,,2018-07-25,,Acq. Part. Int.,No,,,1.0,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-07-25,,No,,7A1134,,82929F,Republic of Singapore,82929F,Republic of Singapore,Singapore,4H7655,,4H7655,Intl Language & Bus Centre Co,4H7655,Intl Language & Bus Centre Co,,,Alternative Financial Investments,Educational Services,Financials,Consumer Products and Services,Singapore,SG,Myanmar(Burma),BM,Priv.,Govt.,8211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GIC Pte Ltd, located in Singapore, Singapore, is a sovereign wealth fund that handles the country's foreign reserves. It invests internationally in equities, fixed income, foreign exchange, commodities, money markets, alternative investments, real estate and private equity. The Company was founded in May 1981. Singapore.","International Language & Business Centre Co Ltd is a school operator. The Company was founded in May 1995 and is located in Yangon, Myanmar.",,,Unspecified,Stock,myanmar,singapore,True,False,False,False,True,False,educational_services,False,False
3311612040,2018-11-21,Sino-Jk Tobacco (Cambodia) Co,Lvxinfeng Science & Tech,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-11-21,2018-11-21,N,,No,No,,2018-11-21,,Merger,No,,,,,100.0,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,0.702,2018-11-21,,No,,8H3125,,8H3115,Shenzhen Lvxinfeng Tech Co,4F7984,Shanghai Shunho New Materials,China (Mainland),8H3122,,8H3122,Sino-Jk Tobacco (Cambodia) Co,8H3122,Sino-Jk Tobacco (Cambodia) Co,B3RGXZ7,,IT Consulting & Services,Tobacco,High Technology,Consumer Staples,Hong Kong,HK,Cambodia,CB,Priv.,Sub.,2111,,0.702,0.702,0.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lvxinfeng Science & Technology (Hong Kong) Co Ltd is a software publisher. The Company was founded in March 2014 and is located in Hong Kong.,Sino-Jk Tobacco (Cambodia) Co Ltd is a manufacturer of cigarettes. The Company was founded in April 2018 and is located in Cambodia.,,,"Cash, Cash Only",Stock,cambodia,china,False,False,False,False,True,False,tobacco,True,False
3311638040,2018-11-21,Salasungi Power Ltd,China Harbour Engineering Co,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-11-21,2018-11-21,N,,No,No,,2018-11-21,,Acq. Maj. Int.,No,,,,,100.0,,,92.0,92.0,,,92.0,92.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,8.4,2018-11-21,,No,,16956A,,17095N,China Commun Constr Co Ltd,16938Q,China Commun Constr Grp Ltd,China (Mainland),7F8009,,7F8009,Salasungi Power Ltd,7F8009,Salasungi Power Ltd,,,Transportation & Infrastructure,Building/Construction & Engineering,Industrials,Industrials,China,CH,Nepal,NP,Priv.,Sub.,1629,,8.4,9.13,9.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"China Harbour Engineering Co Ltd is a highway, street and bridge construction company. The Company was founded in 1980s and is located in Beijing, China.",Salasungi Power Ltd is a site preparation contractor. The Company is located in Nepal.,,,"Cash Only, Cash Only",Stock,nepal,china,False,False,False,False,True,True,building_construction_and_engineering,False,False
3314751040,2018-11-29,Speed Pay PLC,GHL Asia Pacific Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-11-29,2019-01-22,N,,No,No,,2019-01-22,,Acq. Maj. Int.,No,,,,,100.0,,,51.0,51.0,,,51.0,51.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,2.04,2018-11-29,,No,,36417W,,36405E,GHL International Sdn Bhd,96689V,GHL Systems Bhd,Malaysia,8H5172,,8H5172,Speed Pay PLC,8H5172,Speed Pay PLC,B1Q2KS4,,Other Financials,Other Financials,Financials,Financials,Malaysia,MA,Cambodia,CB,Priv.,Sub.,7389,,2.04,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHL Asia Pacific Ltd is a provider of financial investment services. The Company was founded in December 2006 and is located in Malaysia.,"Speed Pay PLC is a provider of financial transactions services. It is involved in electronic payment services through electronic device or online service that allows a customers to make electronic transactions. The Company was founded in February 2017 and is located in Phnom Penh, Cambodia.",,,"Cash, Cash Only",Stock,cambodia,malaysia,False,False,False,False,True,False,other_financials,False,False
3315231040,2018-10-02,L&T Logistics Ltd,Vector Logistics (Pty) Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-10-02,2018-10-02,N,,No,No,,2018-10-02,,Acq. Part. Int.,No,,1.0,,,,,,45.0,45.0,,,45.0,45.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-10-02,,No,,92156A,,7A3795,RCL Foods Ltd,75977R,Remgro Ltd,South Africa,8H5488,,8H5488,L&T Logistics Ltd,8H5488,L&T Logistics Ltd,6290689,,Food & Beverage Retailing,Motion Pictures / Audio Visual,Retail,Media and Entertainment,South Africa,SA,Zambia,ZA,Priv.,Sub.,3652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vector Logistics (Pty) Ltd is a specialty food retailer. The Company is located in Cape Town, South Africa.",L&T Logistics Ltd is a producer and distributor of records. The Company is located in Zambia.,,,Unspecified,Stock,zambia,south_africa,False,False,False,False,True,False,motion_pictures___audio_visual,False,False
3315245040,2018-09-13,Abacus Pharma Ltd,The Carlyle Group LLC,,,,,Yes,Yes,No,,No,Friendly,No,No,No,No,,,No,2018-09-13,2018-09-13,N,,No,No,,2018-09-13,,Acq. Maj. Int.,No,,2.0,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-09-13,,No,,14310Q,,14309L,The Carlyle Group LP,14309L,The Carlyle Group LP,United States,8H5504,,8H5504,Abacus Pharma Ltd,8H5504,Abacus Pharma Ltd,BKRTG56,,Alternative Financial Investments,Other Consumer Products,Financials,Consumer Products and Services,United States,US,Uganda,UG,Priv.,Sub.,5122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Carlyle Group LLC is a financial sponsor. The Company was founded in 1987 and is located in Washington, D. of Columbia.",Abacus Pharma Ltd is a drugs wholesaler. The Company was founded in 1995 and is located in Uganda.,,,Unspecified,Stock,uganda,united_states,False,False,False,True,False,False,other_consumer_products,False,False
3315683040,2018-12-03,GlaxoSmithKline Bangladesh Ltd,Unilever PLC,,,2.0,5.0,No,No,No,,No,Friendly,No,No,No,No,No,,No,2018-03-27,2020-06-30,N,2018-09-30,Yes,No,,2020-06-30,,Acq. Maj. Int.,No,224.808,1.0,2.0,100.0,,,,82.0,82.0,,,82.0,82.0,,,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,3.0,No,No,188.896,2018-12-03,,No,,904767,B10RZP7,904767,Unilever PLC,904767,Unilever PLC,United Kingdom,8H5779,6385295,0A5338,Setfirst Ltd,37733W,GlaxoSmithKline PLC,B10RZP7,BN7SWP6,Food and Beverage,Pharmaceuticals,Consumer Staples,Healthcare,United Kingdom,UK,Bangladesh,BG,Public,Public,2834,GLAXOS,188.896,191.664,233.366,,79.352,-3.087,-1.4,-2.6,18.7,64.6,-0.277,1.6,18.709,-0.2119,,,,,17.761,18.68,19.07,2.415,,,,2.415,,,,2.941,,,,,,,"Unilever PLC is a consumer goods (FMCG) company. The Company's segments include Personal Care, which primarily includes sales of skin care and hair care products, deodorants and oral care products; Foods, which primarily includes sales of soups, bouillons, sauces, snacks, mayonnaise, salad dressings and margarines; Home Care, which home care products, such as powders, liquids and capsules, soap bars and a range of cleaning products, and Refreshment, which ice cream and tea-based beverages. The Company's geographical segments include Asia/AMET/RUB, The Americas and Europe. Its brands include Axe, Dirt is Good (Omo), Dove, Hellmann's, Knorr, Lipton, Lux, Magnum, Rexona, Sunsilk and Surf. The Company operates in more than 100 countries, selling its products in more than 190 countries. The Company operates approximately 310 factories in over 70 countries. The Company also operates as a holding company. The Company was founded in September, 1929 and is located in London, the United Kingdom.","GlaxoSmithKline Bangladesh Ltd is a manufacturer of pharmaceutical preparation. The Company operates in two segments: Pharmaceuticals and Consumer healthcare. Its dermatological products range from prescription, aesthetic and consumer healthcare dermatology products. It offers a range of vaccines, for the prevention of hepatitis A, hepatitis B, rotavirus, influenza, chickenpox, diphtheria, acellular pertussis and tetanus, among others. The Company's consumer healthcare products include Horlicks, Junior Horlicks, Women's Horlicks, Mother's Horlicks, Horlicks lite, Glaxose D and Boost. Its antibiotics brands include Ceporex, Zinnat and Cexime. Its respiratory portfolio includes Seretide and Venolin Inhaler. Its dermatological brands include Isotrex, Brevoxyl, Dermovate, Betnovet, Cutivate, Betnovate, Fluvin and Acne Aid Bar. The Company was founded in February 1974 and is located in Dhaka, Bangladesh.",,BDT 16 bil (USD 188.896 mil) cash/ord,"Cash Only, Cash Only",Ordinary Share,bangladesh,united_kingdom,False,False,False,True,False,False,pharmaceuticals,False,True
3317465040,2018-12-05,Multichoice Tanzania Ltd,Ami Ramadhani Mpungwe,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-12-05,2018-12-05,N,,No,No,,2018-12-05,,Acq. Maj. Int.,No,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-12-05,,No,,8H6987,,8H6987,Ami Ramadhani Mpungwe,8H6987,Ami Ramadhani Mpungwe,South Africa,8H6991,,8H6991,Multichoice Tanzania Ltd,8H6991,Multichoice Tanzania Ltd,,,Other Financials,Cable,Financials,Media and Entertainment,South Africa,SA,Tanzania,TZ,Priv.,Inv.,4841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ami Ramadhani Mpungwe, located in South Africa, is an individual investor.",Multichoice Tanzania Ltd is a provider of television subscription programming services. The Company was founded in 1970 and is located in Tanzania.,,,Unspecified,Stock,tanzania,south_africa,False,False,False,False,True,False,cable,False,False
3319536040,2018-09-18,Pan Asia Majestic Eagle Ltd,Towers (M) Hldg Pte Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-05-25,2018-09-21,N,,Yes,No,,2018-09-21,,Merger,No,,1.0,1.0,,,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-09-18,,No,,8H8213,,1H2430,TPG Capital (S) Pte Ltd,88262A,TPG Capital LP,United States,3C3703,,8H8221,Capital Advisory Pte Ltd,8H8221,Capital Advisory Pte Ltd,,,Power,Telecommunications Services,Energy and Power,Telecommunications,Singapore,SG,Myanmar(Burma),BM,Sub.,Sub.,4812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Towers (M) Holdings Pte Ltd is a power and communication line construction company. It constructs and operates ITC (independent tower company) telecommunications towers. The Company is located in Singapore.,"Pan Asia Majestic Eagle Ltd is a Yangon, Myanmar-based telecommunications infrastructure firm. The Company was established in 2013 to serve as an independent provider of passive telecommunications infrastructure and is focusing on the construction of over 1,250 towers for Ooredoo Myanmar, as part of Ooredoo's provision of 3G mobile communication services across the country.",,,Unspecified,Stock,myanmar,united_states,False,False,False,True,False,False,telecommunications_services,False,False
3321683040,2018-12-13,Dawa Hospity Pvt Ltd,KSH Hotels Investments Pte Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-12-13,2018-12-13,N,,No,No,,2018-12-13,,Acq. Part. Int.,No,,,,,100.0,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,0.328,2018-12-13,,No,,8H9780,,48506Z,KSH Holdings Ltd,48506Z,KSH Holdings Ltd,Singapore,8H9781,,8H9781,Dawa Hospity Pvt Ltd,8H9781,Dawa Hospity Pvt Ltd,B1QH443,,Other Real Estate,Other Real Estate,Real Estate,Real Estate,Singapore,SG,Bhutan,BT,Priv.,Sub.,6552,,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KSH Hotels Investments Pte Ltd provides real estate development services. The Company is located in Singapore.,"Dawa Hospitality Pvt Ltd is involved in property development, investment holding and hospitality services. The Company is located in Bhutan.",,,"Cash, Cash Only",Stock,bhutan,singapore,True,False,False,False,True,False,other_real_estate,False,False
3324766040,2018-08-31,Grainpulse Ltd,K+S AG,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-08-31,2018-08-31,N,,No,No,,2018-08-31,,Acq. Part. Int.,No,,,1.0,,,,,45.0,45.0,,,45.0,45.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-08-31,,No,,09337A,B54C017,09337A,K+S AG,09337A,K+S AG,Germany,9H1886,,9H1886,Grainpulse Ltd,9H1886,Grainpulse Ltd,B54C017,,Chemicals,Food and Beverage,Materials,Consumer Staples,Germany,WG,Uganda,UG,Priv.,Public,5153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"K+S AG, located in Kassel, Germany, manufactures fertilizers and chemicals. The Company divides its activities into three business segments. The Potash and Magnesium Products segment combines the production and marketing of potash fertilizers and fertilizer specialties as well as potash and magnesium compounds for technical, industrial and pharmaceutical applications. The Salt segment encompasses of food grade salt, industrial salt and salt for chemical use, de-icing salt and sodium chloride brine. The Complementary Activities segment bundles together recycling activities, waste disposal, reutilization in potash and rock salt mines, CATSAN granulation, and other activities important for the Group. The company has locations in Argentina, Bahamas, Brazil, Belgium, Canada, Chile, France, Malta, Mexico, Portugal and the US. The Company was founded in 1889.","Grainpulse Ltd is a grain and field bean wholesaler. The Company is located in Mukono, Uganda.",,,Unspecified,Stock,uganda,germany,False,False,False,True,False,False,food_and_beverage,False,False
3324773040,2018-08-31,Savannah Commodities Co Ltd,K+S AG,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-08-31,2018-08-31,N,,No,No,,2018-08-31,,Acq. Part. Int.,No,,,1.0,,,,,45.0,45.0,,,45.0,45.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-08-31,,No,,09337A,B54C017,09337A,K+S AG,09337A,K+S AG,Germany,9H1884,,9H1884,Savannah Commodities Co Ltd,9H1884,Savannah Commodities Co Ltd,B54C017,,Chemicals,Food and Beverage,Materials,Consumer Staples,Germany,WG,Uganda,UG,Priv.,Public,5153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"K+S AG, located in Kassel, Germany, manufactures fertilizers and chemicals. The Company divides its activities into three business segments. The Potash and Magnesium Products segment combines the production and marketing of potash fertilizers and fertilizer specialties as well as potash and magnesium compounds for technical, industrial and pharmaceutical applications. The Salt segment encompasses of food grade salt, industrial salt and salt for chemical use, de-icing salt and sodium chloride brine. The Complementary Activities segment bundles together recycling activities, waste disposal, reutilization in potash and rock salt mines, CATSAN granulation, and other activities important for the Group. The company has locations in Argentina, Bahamas, Brazil, Belgium, Canada, Chile, France, Malta, Mexico, Portugal and the US. The Company was founded in 1889.","Savannah Commodities Co Ltd is a grain and field bean wholesaler. The Company is located in Kampala, Uganda.",,,Unspecified,Stock,uganda,germany,False,False,False,True,False,False,food_and_beverage,False,False
3325168040,2018-11-23,Nakasero Hosp Ltd,Hosp Hldg Invest BV,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-11-23,2018-11-23,N,,No,No,,2018-11-23,,Acq. Maj. Int.,No,,,1.0,,100.0,,,63.0,63.0,,,63.0,63.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,14.0,2018-11-23,,No,,9H2195,,9H2195,Hosp Hldg Invest BV,9H2195,Hosp Hldg Invest BV,Netherlands,9H2192,,9H2192,Nakasero Hosp Ltd,9H2192,Nakasero Hosp Ltd,,,Other Financials,Hospitals,Financials,Healthcare,Netherlands,NT,Uganda,UG,Priv.,Priv.,8062,,14.0,22.222,22.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hospital Holdings Investment BV is a provider of financial investment services. The Company is located in Amsterdam, the Netherlands.","Nakasero Hospital Ltd is a hospital operator. The Company is located in Kampala, Uganda.",,,"Cash, Cash Only",Stock,uganda,netherlands,True,False,True,True,False,False,hospitals,False,False
3325431040,2018-11-06,Pact Global Microfinance Fund,Accion International,,,1.0,1.0,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-11-06,2018-11-06,N,2018-09-30,Yes,No,,2018-11-06,,Merger,No,,,,,,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-11-06,,No,,00425F,,00425F,Accion International,00425F,Accion International,United States,9H2510,,9H2508,Pact Inc,9H2508,Pact Inc,,,Credit Institutions,Other Consumer Products,Financials,Consumer Products and Services,United States,US,Myanmar(Burma),BM,Sub.,Priv.,8399,,,,,,62.874,62.874,,20.8,101.9,226.6,,,101.918,,,,,,,,,,,,,,,,,,,,,,,,"Accion International is a portfolio manager. The Company was founded in 1961 and is located in Cambridge, Massachusetts. Massachusetts.","Pact Global Microfinance Fund is a social advocacy organization. The Company is located in Yangon, Myanmar.",,,Unspecified,Stock,myanmar,united_states,False,False,False,True,False,False,other_consumer_products,False,False
3325468040,2018-01-03,Undisclosed Indep Power,CDC Group PLC,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-01-03,2018-01-03,N,,No,No,,2018-01-03,,Acq. of Assets,No,,1.0,,,,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-01-03,,No,,12850N,,91078L,Dept For Intl Dvlp,910768,UK Of Great Britain & Northen,United Kingdom,9H2545,,9H2545,Undisclosed Indep Power,9H2545,Undisclosed Indep Power,,,Asset Management,Alternative Energy Sources,Financials,Energy and Power,United Kingdom,UK,Zambia,ZA,Priv.,Sub.,499A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CDC Group PLC located in London, the United Kingdom, provides financial services. The Company is engaged in an investment firm specializing direct and fund of funds investments. It seeks to invest in equity, mezzanine, debt and guarantees, both, directly and throughof fund investments and intermediaries. It invests in businesses of all sizes. Within fund of fund, it seeks to invest in expansion capital, early stage, venture capital, and private equity funds. The Company was founded in 1948. was founded in 1948.",Undisclosed Independent Power Producer is an alternative energy sources establishment. The Company is located in Zambia.,,,Unspecified,Assets,zambia,united_kingdom,False,False,False,True,False,False,alternative_energy_sources,False,True
3325481040,2018-01-04,Tradekings Zambia Ltd-Soap,Henkel AG & Co KGaA,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-01-04,2018-01-04,N,,No,Yes,,2018-01-04,,Acq. Part. Int.,No,,1.0,,,100.0,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,40.0,2018-01-04,,No,,42550Z,5076705,42550Z,Henkel AG & Co KGaA,42550Z,Henkel AG & Co KGaA,Germany,9H2572,,9H2566,Tradekings Zambia Ltd,9H2566,Tradekings Zambia Ltd,5076705,,Chemicals,Household & Personal Products,Materials,Consumer Staples,Germany,WG,Zambia,ZA,Sub.,Public,2841,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henkel AG & Co KGaA, located in Duesseldorf, Germany, is a manufacturer of consumer goods and adhesive. The Company is engaged in the consumer and industrial business, operating in two segments: Adhesive Technologies and Consumer Brands. It operates in the regions of Europe, IMEA (India, Middle East, Africa), North America, Latin America and Asia-Pacific. The Company's Adhesive Technologies business segment covers adhesives, sealants and functional coatings, providing solutions for Mobility & Electronics, Packaging & Consumer Goods and Craftsmen, Construction & Professional under brands such as Loctite, Bonderite, Aquence and Technomelt. The Consumer Brands business segment focuses on the two global categories Laundry & Home Care and Hair. In this segment, the Company offers branded consumer goods in laundry and home care products and hair care, it also operates in hair professional business. Its portfolio includes brands such as Persil, Schwarzkopf, Dial, Purex, got2b and Palette. The Company was founded in September 28, 1876.","Soap manufacturing & home care business of Tradekings Zambia Ltd, located in Zambia.",,,"Cash Only, Cash Only",Ownership Interest,zambia,germany,False,False,False,True,False,False,household_and_personal_products,False,False
