master_deal_no,dateann,tmanames,amanames,a_lockup_pct,a_postmerge_own_pct,aacount,advcount,afinancial,albofirm,alp,amv,aspv,attitude,attitude_change_yn,awk,buyside_hedge_fund_involv_yn,cha,compete,comsoughtt,dateannest,dateannorig,dateeff,debt_tndr,datefin,divest,division,datetender,dateuncon,datewith,form,hedge_fund_involv_yn,mv,alegcount,tlegcount,pct_cash,pct_other,pct_stk,pct_unknown,pctacq,pctown,phda,pheld,psought,psoughtown,psoughtt,pten,rd,recap,repurch,restruct,rumor,sbo,sfbor,sfbridge,sfcom,sfcorp,sfdebt,sffor,sfjunk,sflc,sfmez,sfpfd,sfrights,sfstaple,spin,splitoff,status,statuscode,stender,t_postmerge_own_pct,tacount,tender,tm,rankval,r_date,valbridge,valest,votecontrol,acusip,acquiror_sedol,aip,aipnames,aup,aupnames,aupnation,master_cusip,target_sedol,tip,tipnames,tup,tupnames,aupsedol,tupsedol,atf_mid_desc,ttf_mid_desc,atf_macro_desc,ttf_macro_desc,anation,anationcode,tnation,tnationcode,tpublic,apublic,tsicp,tticker,deal_value,entval,eqval,pr,salesltm,ebitltm,ptincltm,niltm,netass,tass,cashflow,bookvalue,commonequity,epsltm,pe,tfeetot,afeetot,feetot,c1day,c1wk,c4wk,rankvalsales,rankvaleb,rankvalcf,rankvalni,evsales,evebit,evcf,evni,eqvalsales,eqvalebit,eqvalcf,eqvalni,pmday,pmwk,pm4wk,abusinessl,tbusinessl,sftype,consid,considoff,considsought,destination_country,source_country,source_is_th,destination_is_th,source_questionable,developed,emne,bordering_country,industry,natural_resource_ind,colonial_link
3266433040,2018-06-28,Ghim Li-Garment Mnfr Factory,Ghim Li Intl (S) Pte Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-06-28,2019-07-15,N,,No,Yes,,2019-07-15,,Acq. of Assets,No,,,,,,,,100.0,100.0,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-06-28,,No,,5H5275,,37887N,GLG Corp Ltd,7E1660,Ghim Li Group Pte Ltd,Singapore,5H5551,,5H5538,Ghim Li (Cambodia) Pte Ltd,5F6274,GLIT Holdings Pte Ltd,,,Asset Management,Textiles & Apparel,Financials,Consumer Staples,Singapore,SG,Cambodia,CB,Sub.,Sub.,2353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghim Li International (S) Pte Ltd is a provider of financial investment services. The Company was founded in 2003 and is located in Singapore.,"Garment manufacturing factory of Ghim Li (Cambodia) Pte Ltd, located in Cambodia.",,,Unspecified,Assets,cambodia,singapore,True,False,False,False,True,False,textiles_and_apparel,False,False
3267151040,2018-07-13,Macca Logistics SARL,Scan Global Logistics Pty Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-07-13,2018-07-13,N,,No,No,,2018-07-13,,Acq. Maj. Int.,No,,,,,,,,55.0,55.0,,,55.0,55.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-07-13,,No,,5H3977,,5F6805,Scan Global Logistics A/S,8H4367,Scan Global Logistics Hldg,Denmark,5H6082,,5H6082,Macca Logistics SARL,5H6082,Macca Logistics SARL,,,Transportation & Infrastructure,Transportation & Infrastructure,Industrials,Industrials,Australia,AU,Mali,MY,Priv.,Sub.,4212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scan Global Logistics Pty Ltd is a provider of local freight trucking services. The Company is located in Melbourne, Australia.","Macca Logistics SARL is a provider of local freight trucking services. It has offices in the ports o fDakar, Senegal and Abidjan, Cote d'Ivoire. The Company is located in Mali.",,,Unspecified,Stock,mali,denmark,False,False,False,True,False,False,transportation_and_infrastructure,False,False
3267543040,2018-06-08,Bok Seng PPSEZ Dry Port Co Ltd,JWD Asia Holding Pte Ltd,,,,,No,No,No,,No,Neutral,No,No,No,No,,,No,2018-06-08,2018-07-31,N,,No,No,,2018-07-31,,Acq. Part. Int.,No,,,,,100.0,,,40.0,40.0,,,40.0,40.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,4.573,2018-06-08,,No,,5H6334,,5H6302,JWD Asia Co Ltd,9C3199,JWD InfoLogistics PCL,Thailand,5H6339,,5H6339,Bok Seng PPSEZ Dry Port Co Ltd,5H6339,Bok Seng PPSEZ Dry Port Co Ltd,BYTR076,,Other Financials,Transportation & Infrastructure,Financials,Industrials,Singapore,SG,Cambodia,CB,Priv.,Sub.,4449,,4.573,11.433,11.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JWD Asia Holding Pte Ltd is a provider of financial investment services. The Company was founded in August 2014 and is located in Singapore.,"Bok Seng PPSEZ Dry Port Co Ltd is a provider of inland water freight transportation services. It is engaged in inland container depot, warehouse and transportation services in Phnom Penh Special Economic Zone. The Company is located in Phnom Penh, Cambodia.",,,"Cash, Cash Only",Stock,cambodia,thailand,False,False,False,False,True,True,transportation_and_infrastructure,False,False
3267893040,2018-05-03,Port Sudan,Ethiopia,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-05-03,2018-05-03,N,,No,No,,2018-05-03,,Acq. Part. Int.,No,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-05-03,,No,,29765C,,29765C,Ethiopia,29765C,Ethiopia,Ethiopia,5H6519,,5H6519,Port Sudan,5H6519,Port Sudan,,,National Government,Transportation & Infrastructure,Government and Agencies,Industrials,Ethiopia,ET,Sudan,SJ,Priv.,Govt.,4491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federal Democratic Republic of Ethiopia is a national government.,"Port Sudan is a provider of marine cargo handling services. The Company is located in Port Sudan, Sudan.",,,Unspecified,Stock,sudan,ethiopia,False,False,False,False,True,True,transportation_and_infrastructure,False,False
3268280040,2018-05-28,ECG (Cambodia) Co Ltd,Agility Partners Pte Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-05-28,2019-04-08,N,,Yes,No,,2019-04-08,,Merger,No,,,,,,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-05-28,,No,,5H6757,,5H6757,Agility Partners Pte Ltd,5H6757,Agility Partners Pte Ltd,Singapore,5H6762,,3C1778,ECG Property Services Pte Ltd,86602N,TEHO International Inc Ltd,,B4YM1V7,Real Estate Management & Development,Real Estate Management & Development,Real Estate,Real Estate,Singapore,SG,Cambodia,CB,Sub.,Priv.,6531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Agility Partners Pte Ltd is a real estate agency. The Company was founded in September 2016 and is located in Raffles City Tower, Singapore.","ECG (Cambodia) Co Ltd is a real estate agency. The Company was founded in 2014 and is located in Preah Sisowath Quay, Cambodia.",,,Not Applicable,Stock,cambodia,singapore,True,False,False,False,True,False,real_estate_management_and_development,False,False
3268736040,2018-05-02,Doraleh Container Terminal,Ethiopia,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-05-02,2018-05-02,N,,No,No,,2018-05-02,,Acq. Part. Int.,No,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-05-02,,No,,29765C,,29765C,Ethiopia,29765C,Ethiopia,Ethiopia,5H7022,,5H7022,Doraleh Container Terminal,5H7022,Doraleh Container Terminal,,,National Government,Transportation & Infrastructure,Government and Agencies,Industrials,Ethiopia,ET,Djibouti,DJ,Priv.,Govt.,4491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federal Democratic Republic of Ethiopia is a national government.,"Doraleh Container Terminal Sarl is a provider of marine cargo handling services. The Company is located in Balbala, Djibouti.",,,Unspecified,Stock,djibouti,ethiopia,False,False,False,False,True,True,transportation_and_infrastructure,False,False
3269090040,2018-07-17,Eritrean Airlines,Ethiopian Airlines,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-07-17,2018-07-17,N,,No,No,,2018-07-17,,Acq. Part. Int.,No,,,,,,,,20.0,20.0,,,20.0,20.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-07-17,,No,,29766R,,29766R,Ethiopian Airlines,29766R,Ethiopian Airlines,Ethiopia,29571L,,29571L,Eritrean Airlines,29571L,Eritrean Airlines,,,Transportation & Infrastructure,Transportation & Infrastructure,Industrials,Industrials,Ethiopia,ET,Eritrea,ER,Priv.,Priv.,4512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ethiopian Airlines is a passenger airline. The Company was founded in December 1945 and is located in Addis Ababa, Ethiopia.","Eritrean Airlines is a passenger airline. The Company is located in Asmara, Eritrea.",,,Unspecified,Stock,eritrea,ethiopia,False,False,False,False,True,True,transportation_and_infrastructure,False,True
3269942040,2018-07-09,Linklusion Ltd,Shunsuke Sasaki,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-07-09,2018-07-09,N,,No,No,,2018-07-09,,Acq. Part. Int.,No,,,,,100.0,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,0.272,2018-07-09,,No,,9F5770,,9F5770,Shunsuke Sasaki,9F5770,Shunsuke Sasaki,Japan,5H7667,,5H7667,Linklusion Ltd,5H7667,Linklusion Ltd,,,Other Financials,IT Consulting & Services,Financials,High Technology,Japan,JP,Myanmar(Burma),BM,Priv.,Inv.,7373,,0.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shunsuke Sasaki, located in Japan, is an individual investor.","Linklusion Ltd is a provider of computer systems design services. The Company was founded in April 2015 and is located in Yangon, Myanmar.",,,"Cash, Cash Only",Stock,myanmar,japan,False,False,False,True,False,False,it_consulting_and_services,False,False
3270581040,2018-06-25,Jh Minet Tanzania,Minet Hldg Africa (Pty) Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-06-25,2018-06-25,N,,Yes,No,,2018-06-25,,Acq. of Assets,No,,,,,,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-06-25,,No,,5H8054,,5L2668,Heartland Cayman Ltd,13991W,Capitalworks Investment,South Africa,5H8065,,G0408V,Aon PLC,G0408V,Aon PLC,BLP1HW5,BLP1HW5,Insurance,Insurance,Financials,Financials,South Africa,SA,Tanzania,TZ,Sub.,Sub.,6411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Minet Holdings Africa (Pty) Ltd is a reinsurance carrier. The Company is located in Johannesburg, South Africa.",JH Minet Tanzania is an insurance agency. The Company is located in Tanzania.,,,Unspecified,Assets,tanzania,south_africa,False,False,False,False,True,False,insurance,False,False
3270842040,2018-07-25,Bujagali Energy Ltd,SN Power AS,,,,2.0,No,No,No,,No,Neutral,No,No,No,No,,,No,2018-07-25,2018-07-25,N,,No,No,,2018-07-25,,Acq. Part. Int.,No,,,,,,,100.0,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,2.0,No,No,277.0,2018-07-25,,Yes,,78704E,,65636Q,Norfund SA,65636Q,Norfund SA,Norway,12000L,,83025E,Sithe Global Power LLC,09253U,Blackstone Group LP,,BKF2SL7,Alternative Energy Sources,Power,Energy and Power,Energy and Power,Norway,NO,Uganda,UG,Sub.,Sub.,4911,,277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SN Power AS is an alternative energy sources establishment. It acquires, develops, builds, owns, and operates hydropower projects in emerging markets on commercial terms in Asia, Latin America, Africa, and Central America. The Company was founded in June 2002 and is located in Oslo, Norway.","Bujagali Energy Ltd is a special purpose company which provides hydroelectric power generation facilities. The Company was founded in 2004 and is located in Kikubamutwe, Uganda.",,An estimated UGX 1025.926 bil (USD 277 mil)/undisclosed minority stake,"Cash Only, Cash Only",Stock,uganda,norway,False,False,False,True,False,False,power,False,False
3270915040,2018-04-30,Capital Fisheries Ltd,Agri-Vie Fund II,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-05-21,2018-04-30,N,,No,No,,2018-04-30,,Acq. Part. Int.,No,,,,,100.0,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,6.4,2018-04-30,,No,,5H8268,,5H8265,Exeo Capital,5H8265,Exeo Capital,South Africa,5H8280,,5H8280,Capital Fisheries Ltd,5H8280,Capital Fisheries Ltd,,,Other Financials,Food and Beverage,Financials,Consumer Staples,South Africa,SA,Zambia,ZA,Priv.,Sub.,5146,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Agri-Vie Fund II is a private equity fund focused on food and agribusiness investments. The Company is located in Bellville, South Africa.","Capital Fisheries Ltd is a fish and seafood wholesaler. The Company is located in Lusaka, Zambia.",,,"Cash, Cash Only",Stock,zambia,south_africa,False,False,False,False,True,False,food_and_beverage,False,False
3271046040,2018-07-19,Lao - Jagro Dvlp Xiengkhowang,Vinamilk,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-07-22,2018-07-19,N,,No,No,,2018-07-19,,Acq. Maj. Int.,No,,,,,100.0,,,51.0,51.0,,,51.0,51.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,19.74,2018-07-19,,No,,92720A,B16GLK5,92720A,Vinamilk,92720A,Vinamilk,Vietnam,5H8332,,5H8332,Lao - Jagro Dvlp Xiengkhowang,5H8332,Lao - Jagro Dvlp Xiengkhowang,B16GLK5,,Food and Beverage,Agriculture & Livestock,Consumer Staples,Consumer Staples,Vietnam,VT,Laos,LS,Priv.,Public,241,,19.74,38.706,38.706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vietnam Dairy Products Joint Stock Co is a producer and wholesaler of dairy products headquartered in Vietnam. The company's products include dairy products such as liquid and powdered milk, value-added dairy products such as condensed milk, drinking and spoon yoghurt, ice cream, and cheese which serve clients in Vietnam, Australia, Cambodia, Iraq, the Philippines and the United States. The company's brands include Vinamilk, Dielac, V-fresh, Coffee Moment and Condensed Milk. The company was founded in 1976.",Lao - Jagro Development Xiengkhowang Co Ltd is a dairy cattle farming establishment. The Company is located in Laos.,,,"Cash, Cash Only",Stock,laos,vietnam,False,False,False,False,True,True,agriculture_and_livestock,True,False
3271446040,2018-05-15,Zamsort Ltd,Arc Minerals Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-05-15,2018-06-18,N,,No,No,,2018-06-18,,Acq. Maj. Int.,No,,,,,,,,31.0,66.0,35.0,35.0,31.0,66.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-05-15,,No,,4H2345,BFWJ980,4H2345,Arc Minerals Ltd,4H2345,Arc Minerals Ltd,United Kingdom,4H2341,,4H2341,Zamsort Ltd,4H2345,Zamsort Ltd,BFWJ980,,Metals & Mining,Metals & Mining,Materials,Materials,United Kingdom,UK,Zambia,ZA,Priv.,Public,1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arc Minerals Ltd is a metal mining company. The Company is engaged in the identification, evaluation, acquisition and development of natural resource projects, located in Europe and Africa. The Company provides an investments to develop projects like gold, copper and cobalt segments. The Company was founded in April 2007 and is located in London, the United Kingdom.",Zamsort Ltd is a copper and nickel ore mine operator. The Company is located in Zambia.,,,Newly Issued Ord Sh,Stock,zambia,united_kingdom,False,False,False,True,False,False,metals_and_mining,True,True
3272282040,2018-07-18,Petrolube (T) Ltd-Oil Bending,Total Tanzania Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-07-18,2018-07-18,N,,Yes,Yes,,2018-07-18,,Acq. of Assets,No,,,,,,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-07-18,,No,,5H9016,,89151E,Total SA,89151E,Total SA,France,5H9003,,5H8997,Petrolube (T) Ltd,5H8997,Petrolube (T) Ltd,B15C557,,Oil & Gas,Chemicals,Energy and Power,Materials,Tanzania,TZ,Tanzania,TZ,Sub.,Priv.,2819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Total Tanzania Ltd is a petroleum and petroleum products wholesaler. It focuses on the marketing, supply and service of petroleum products and lubricants. The Company is located in Dar es Salaam, Tanzania.","Oil bending plant of Petrolube (T) Ltd, located in Dar es Salaam, Tanzania. The facility includes a base oil tank farm with 2,200 metric tons storage capacity.",,,Unspecified,Assets,tanzania,france,False,False,False,True,False,False,chemicals,False,False
3274092040,2018-08-06,United Dhaka Tobacco Co Ltd,Japan Tobacco Inc,,,,,No,No,No,48873.255,No,Friendly,No,No,No,No,,,No,2018-08-06,2018-11-29,N,,No,No,,2018-11-29,,Merger,No,,2.0,1.0,,,,100.0,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,1479.792,2018-08-06,,Yes,,47110T,6474535,47110T,Japan Tobacco Inc,47110T,Japan Tobacco Inc,Japan,6H0024,,6H0024,United Dhaka Tobacco Co Ltd,6H0024,United Dhaka Tobacco Co Ltd,6474535,,Tobacco,Tobacco,Consumer Staples,Consumer Staples,Japan,JP,Bangladesh,BG,Priv.,Public,2111,,1479.792,1479.792,1479.792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Japan Tobacco Inc, located in Minato-Ku Tokyo, Japan, is engaged in the tobacco business. The Company operates in four businesses. The Japanese Domestic Tobacco business is engaged in the manufacture and sale of cigarette products in Japan, the delivery of the Company's products, the wholesale and sale of imported tobacco products, as well as the manufacture of material products. The International Tobacco business manufactures and sells cigarette products overseas. The Pharmaceutical business is engaged in the research, development, manufacture, and sale of pharmaceutical products. The Food business beverages, processed foods, and seasonings. The Company was founded in 1985.","United Dhaka Tobacco Co Ltd is a manufacturer and seller of cigarettes. The Company is located in Dhaka, Bangladesh.","Corporate Funds, Borrowings",An estimated 124.3 bil (USD 1. 48 bil)/stock,"Cash Only, Cash Only",Stock,bangladesh,japan,False,False,False,True,False,False,tobacco,True,False
3275736040,2018-08-07,Golden TMH Telecom Co Ltd,HGC Global Communications Ltd,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-08-07,2018-08-07,N,,No,No,,2018-08-07,,Acq. Maj. Int.,No,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-08-07,,No,,6H0966,,7F1097,Hutchison Global Commun,7A6217,I Squared Capital Advisors LLC,United States,6H0967,,6H0967,Golden TMH Telecom Co Ltd,6H0967,Golden TMH Telecom Co Ltd,,,Telecommunications Services,Telecommunications Services,Telecommunications,Telecommunications,Hong Kong,HK,Myanmar(Burma),BM,Priv.,Sub.,4812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HGC Global Communications Ltd, located in Hong Kong, is a fixed-line operator. The Company is an information and communications technology (ICT) solutions provider, offerings comprises fully-fledged telecoms, data center and broadband services. The Company is also a Wi-Fi service provider. The Company provides other operators with telecoms infrastructure, while acting as service provider to corporations and households alike. The Company owns extensive infrastructure in Hong Kong and overseas and offers products and services. The Company was founded in 1995.","Golden TMH Telecom Co Ltd is a wired telecommunications carrier. It is a communications and network service provider. The Company is located in Yangon, Myanmar.",,,Unspecified,Stock,myanmar,united_states,False,False,False,True,False,False,telecommunications_services,False,False
3276656040,2018-08-13,Cambrew Ltd,Carlsberg A/S,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-08-13,2018-08-13,N,,No,No,,2018-08-13,,Acq. Part. Int.,No,,1.0,,,,,,25.0,75.0,50.0,50.0,25.0,75.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-08-13,,No,,K36628,4169219,K36628,Carlsberg A/S,K36628,Carlsberg A/S,Denmark,13191P,,K36628,Carlsberg A/S,K36628,Carlsberg A/S,4169219,4169219,Food and Beverage,Food and Beverage,Consumer Staples,Consumer Staples,Denmark,DN,Cambodia,CB,Sub.,Public,2082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carlsberg A/S, located in Copenhagen, Denmark, produces and wholesales beer. It offers approximately 500 brands, with a core international brand, Carlsberg Pilsner, supported by such international and regional brands as Tuborg, Baltika, 1664, Holsten, Kronenbourg, Falcon, Pripps, Karhu, Okocim, Feldschloesschen, Ringnes, Wusu and others. It is also engaged in the production of wines, spirits and soft drinks. The Company manufacturing of porcelain, silverware and glassware. It was founded in 1847.","Cambrew Ltd is a brewery. It produces and wholesales beer. The Company was founded in 1990 and is located in Phnom Penh, Cambodia.",,,Unspecified,Stock,cambodia,denmark,False,False,False,True,False,False,food_and_beverage,False,False
3276986040,2018-08-08,Nham24,The Smart Axiata Digital,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-08-08,2018-08-08,N,,No,No,,2018-08-08,,Acq. of Assets,No,,,,,,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-08-08,,No,,6H0786,,7F6342,Smart Axiata Co Ltd,06265N,Axiata Group Bhd,Malaysia,6H1630,,6H1630,Nham24,6H1630,Nham24,B2QZGV5,,Other Financials,Food & Beverage Retailing,Financials,Retail,Cambodia,CB,Cambodia,CB,Priv.,Sub.,5812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Smart Axiata Digital Innovation is a venture capital Fund. It invest in Cambodian-based, digital service companies and start-ups involved in products, business models and other digital ecosystem enablers The Company is located in Cambodia.","Nham24 provides online food delivery services. The Company is located in Phnom Penh, Cambodia.",,,Unspecified,Assets,cambodia,malaysia,False,False,False,False,True,False,food_and_beverage_retailing,False,False
3277673040,2018-07-12,Grupo Isolux-Productive Unit,Eurofinsa SA,,,,,No,No,No,,No,Friendly,No,No,No,No,,,No,2018-07-12,2018-07-12,N,,Yes,Yes,,2018-07-12,,Acq. of Assets,No,,,,,,,,100.0,100.0,,,100.0,100.0,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,No,N,No,No,No,Completed,C,No,,,No,No,,2018-07-12,,No,,30519V,,30519V,Eurofinsa SA,30519V,Eurofinsa SA,Spain,6H1965,,40147J,Grupo Isolux Corsan SA,4F5736,Construction Investments BV,,,Building/Construction & Engineering,Building/Construction & Engineering,Industrials,Industrials,Spain,SP,Tanzania,TZ,Sub.,Priv.,8711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eurofinsa SA is a construction company. It is active in turnkey projects in industries such as infrastructure, health, education, defense and security, telecommunications and transport in Africa, Latin America and Asia. Its services include airport services, water treatment, fire services and emergency and civil protection. The Company was founded in September 1977 and is located in Madrid, Spain.","Productive Unit & Project of Grupo Isolux Corsan SA, located in Tanzania. The productive units includes of renewable, transmission lines renewable, transmission lines (T & D) and project includes an engineering, construction and maintenance.",,,Unspecified,Assets,tanzania,spain,False,False,False,True,False,False,building_construction_and_engineering,False,False
